timestamp,zone_id,count
2025/08/26 16:04:56,zone_2,12
2025/08/26 16:04:56,unclassified,7
2025/08/26 16:04:56,zone_1,3
2025/08/26 16:09:55,zone_2,10
2025/08/26 16:09:55,unclassified,7
2025/08/26 16:09:55,zone_1,4
2025/08/26 16:14:55,zone_1,6
2025/08/26 16:14:55,unclassified,7
2025/08/26 16:14:55,zone_2,7
2025/08/26 16:14:55,zone_3,1
2025/08/26 16:20:04,zone_1,8
2025/08/26 16:20:04,unclassified,5
2025/08/26 16:20:04,zone_2,7
2025/08/26 16:20:04,zone_3,1
